imdbID,Title,Type,Year,Released,Runtime (min),Genre,Director,Writer,Actors,Plot,Language,Country,imdbVotes,imdbRating
tt0583536,The One with Phoebe's Cookies,episode,2000,19-Oct-00,22,"Comedy, Romance",Gary Halvorson,"David Crane, Marta Kauffman, Sherry Bilsing","Jennifer Aniston, Courteney Cox, Lisa Kudrow","Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack.",English,United States,4651,7.9
tt0584239,Those Better Not Be the Days,episode,1990,23-Feb-90,23,"Comedy, Drama, Family",Bill Foster,"Jeff Franklin, Dennis Rinsler, Marc Warren","John Stamos, Bob Saget, Dave Coulier","It's not Friday, but things sure get freaky when the men and girls switch roles for a day.",English,United States,285,7.3
tt0584434,Spanish Fry,episode,2003,13-Jul-03,23,"Animation, Adventure, Comedy","Peter Avanzino, Ron Hughart","Matt Groening, David X. Cohen, Ron Weiner","Billy West, Katey Sagal, John DiMaggio","After being abducted by ""human horn"" poachers, Fry goes on a search for his missing nose.",English,United States,2508,7.6
tt0588178,Pulp Friction,episode,2005,08-Mar-05,44,"Comedy, Drama",Michael Zinberg,"Amy Sherman-Palladino, James Berg, Stan Zimmerman","Lauren Graham, Alexis Bledel, Melissa McCarthy","Rory and Logan's casual dating situation gets more complicated when Rory spots Logan with another girl and her jealousy sets in. Rory decides to go to a party with a guy she barely knows, which makes Logan jealous. Luke and Lorela...",English,United States,727,8
tt0588201,The Breakup: Part 2,episode,2001,15-Mar-01,45,"Comedy, Drama",Nick Marck,Amy Sherman-Palladino,"Lauren Graham, Alexis Bledel, Melissa McCarthy","Rebounding from a fight with Dean, Rory ends up kissing Tristin at a party, while Lorelai follows her own impulse to show up at Max's house for a night of passion.",English,United States,957,8.1
tt0594582,Which Dr.,episode,1966,19-Mar-66,60,Western,Peter Graves,"Les Crutchfield, Paul Savage, Norman MacDonnell","James Arness, Milburn Stone, Amanda Blake","While on a fishing trip with Festus, Doc is abducted and forced to operate on a sick child, then ordered to be a bridegroom in a true shotgun wedding.",English,United States,180,8.2
tt0600108,"Lucy, the Process Server",episode,1968,07-Oct-68,30,Comedy,Jack Donohue,"George Balzer, Phil Leslie, Milt Josefsberg","Lucille Ball, Gale Gordon, Lucie Arnaz",The simple assignment of making a bank deposit and serving a summons is not so simple when it's assigned to Lucy.,English,United States,38,7.9
tt0601154,The Reluctant Deputy,episode,1970,06-Mar-70,60,Western,Leon Benson,Walter Black,"Leif Erickson, Cameron Mitchell, Mark Slade",Blue is a temporary deputy for a weekend during which Well Fargo is held up. He arrests Buck and Manolito for disorderly conduct and they unwittingly help him capture the robbers in a weekend of tricks and paybacks between them.,English,United States,48,8.3
tt0601543,Country Doctor,episode,1988,13-Jan-88,45,"Drama, Fantasy",Michael Landon,"Dan Gordon, Michael Landon","Michael Landon, Victor French, Roscoe Lee Browne",A small town doctor is in bad health but he can't afford to retire and there is no one else to take his place.,English,United States,97,8.1
tt0602338,Hold That Tiger,episode,1965,24-Sep-65,30,"Comedy, War",Robert Butler,"Richard Powell, Bernard Fein, Albert S. Ruddy","Bob Crane, Werner Klemperer, John Banner","Learning that the German army is manufacturing an improved Tiger tank, Hogan and his men are determined to steal one, so they can disassemble it and make blueprints for the Allies.",English,United States,391,7.5
tt0604339,"Baby, It's You",episode,1997,14-Nov-97,45,"Crime, Drama, Mystery",Edwin Sherin,"Paul Attanasio, Jorge Zamacona, David Simon","Richard Belzer, Andre Braugher, Reed Diamond",New York detectives Briscoe and Curtis accompany Falsone and Munch to Baltimore as they look for the suspect in a teen model's death.,English,United States,158,8
tt0609175,Tony's Wife,episode,1967,28-Nov-67,25,"Comedy, Family, Fantasy",Claudio Guzmán,Sidney Sheldon,"Barbara Eden, Larry Hagman, Hayden Rorke",Jeannie's sister tells her that she was born under the sign of the jinx and that she has to leave Tony for 15 years. Jeannie tries to find Tony another woman.,English,United States,181,7.5
tt0612397,Eden Is the Place We Leave,episode,1970,29-Jan-70,60,"Crime, Drama, Mystery",Daniel Petrie,"Collier Young (creator), John Kneubuhl","Raymond Burr, Don Galloway, Barbara Anderson, Don Mitchell",A tormented Samoan boxer accidentally kills an opponent in the ring and goes into hiding. His sponsor Ironside tries to persuade the fighter's family leader to let the young man give up the sport.,English,USA,7,6.6
tt0613307,Measure of Men,episode,2001,09-Oct-01,60,"Action, Crime, Drama",Bradford May,"Donald P. Bellisario, Dana Coen","David James Elliott, Catherine Bell, Patrick Labyorteaux","The admiral helps to solve a problem for an unexpected visitor. In the Indian Ocean, Mac and Gunny investigate a death; Mac prosecutes, and Harm shows up, defends, and figures it out. Friction heats up between Harm and a civilian ...",English,United States,978,8
tt0613399,Tribunal,episode,2002,30-Apr-02,60,"Action, Crime, Drama",Mark Horowitz,"Donald P. Bellisario, Charles Holland","David James Elliott, Catherine Bell, Patrick Labyorteaux","By order of the PotUS a military tribunal takes place aboard a ship at sea. The defendant is a top member of the Al Qaeda. Harm and Mac prosecute, and the admiral and Sturgis defend. Loren, as the senior officer, runs the place he...",English,United States,121,7.5
tt0613629,Jack Goes to Gym,episode,1961,05-Feb-61,30,Comedy,Frederick De Cordova,"Sam Perrin, George Balzer, Al Gordon, Hal Goldman","Jack Benny, Eddie 'Rochester' Anderson, Don Wilson, Alan Hale Jr.","Jack is infatuated with the new pretty receptionist, but she prefers rugged men, so Jack joins a gym to beef up his body.",English,USA,19,6.9
tt0616145,The Fire and the Wood,episode,2003,03-Oct-03,60,"Drama, Fantasy",James Hayman,"Barbara Hall (created by), Hart Hanson","Joe Mantegna, Mary Steenburgen, Amber Tamblyn, Jason Ritter","Joan sees a newscaster on TV speak to her as God, but doesn't get to see what message He has when Will turns it off. The next day, God tells Joan that he wants her to take pride in her work...",English,USA,53,7.7
tt0623191,The Predators,episode,1974,05-Oct-74,60,"Adventure, Drama, Western",Harry Harris,"Ed Spielman, Herman Miller, Lloyd Richards","David Carradine, Anthony Zerbe, Cal Bellini",A charge of attempted murder spurs Caine to invade the lair of vicious killers and kidnap the only man who can clear him.,English,United States,83,8.1
tt0629070,Of Mice and Men,episode,1982,07-Dec-82,30,"Comedy, Family",Paul Sills,"Garry Marshall, Lowell Ganz, Mark Rothman","Penny Marshall, Eddie Mekka, Phil Foster","Lavere's new guy ""Wheezer"" feels like a wimp after he cannot help protect her and Carmine's date from two jerks. Laverne gets her Pop's help in an idea meant to help Wheezer find his confidence. Will it be fight or flee?",English,United States,85,6.9
tt0630264,Lumpy's Car Trouble,episode,1962,31-Mar-62,30,"Comedy, Family",David Butler,"Dick Conway, Roland MacLane, Joe Connelly, Bob Mosher","Barbara Billingsley, Hugh Beaumont, Tony Dow, Jerry Mathers",Wally breaks the rules for borrowing the family car.,English,USA,18,7.6
tt0630346,Wally's Present,episode,1959,01-Jan-59,30,"Comedy, Family",Norman Tokar,"Joe Connelly, Bob Mosher, Keith Fowler","Barbara Billingsley, Hugh Beaumont, Tony Dow","Feeling slighted for not being included in Wally's birthday party plans, Beaver takes buddy Larry Mondello's advice, buys himself an expensive bow and arrow set and gives his big brother a cheap gift.",English,United States,87,7.9
tt0633118,The Reincarnation of Nellie (Part I),episode,1981,05-Oct-81,50,"Drama, Family, Romance",Michael Landon,"Blanche Hanalis, Laura Ingalls Wilder, Michael Landon","Michael Landon, Karen Grassle, Melissa Gilbert","Several weeks earlier, Percy and Nellie traveled to New York (with their infant twins, Benny and Jenny) to help run the family's store and hotel after Percy's father, Mr. Cohen, falls gravely ill; the elder Mr. Cohen soon dies. Ne...",English,United States,281,7.8
tt0641585,Eagles Sometimes Can't Fly,episode,1969,27-Sep-69,60,"Action, Crime, Drama",Stuart Hagmann,"Richard Levinson (creator), William Link (creator), Bruce Geller (developed by), Robert Heverly (teleplay)","Mike Connors, Gail Fisher, Carol Bagdasarian, Alan Bergmann","Brad Turner, a young black man who is an old friend of Peggy's, shows up at her door one night with his friend Jimmy Whitewing, who is part Indian. They were in a liquor store when it was ...",English,USA,11,7
tt0642346,Peggy Turns 300,episode,1990,25-Mar-90,23,Comedy,Tony Singletary,"Katherine Green, Michael G. Moye, Ron Leavitt","Ed O'Neill, Katey Sagal, Amanda Bearse","Al tries to ditch Peggy on her birthday, but she catches him in the act and tags along when he goes bowling.",English,United States,638,8
tt0644024,The Heiress,episode,1988,03-May-88,60,"Crime, Drama, Mystery",Leo Penn,"Dean Hargrove, Diana Kopald Marcus","Andy Griffith, Nancy Stafford, Kari Lizer",Ben and a friend defend a young heiress who is being tried for murdering the trustee of her trust.,English,United States,129,7.2
tt0651991,Hair of the Dog,episode,1960,09-Apr-60,25,"Comedy, Thriller",Lamont Johnson,"Stirling Silliphant, Milton Holmes (series based on story by)","John Vivyan, Ross Martin, Pippa Scott, Peter Whitney","A front man for the Mob wants to buy the Fortuna II and will not take ""NO"" for an answer. Staged fights in the Dining Room,use of an attack dog and a quarantine for a virus are some of the ...",English,USA,22,7.7
tt0653507,Family Secrets,episode,1992,27-Sep-92,47,"Crime, Drama, Mystery",Walter Grauman,"Peter S. Fischer, Richard Levinson, William Link","Angela Lansbury, Charley Lang, Ron Masak",One of Jessica's former students is murdered when he returns to Cabot Cove to write a book exposing new information on a 30-year-old town scandal.,English,United States,318,7.6
tt0653508,Fatal Paradise,episode,1994,13-Nov-94,60,"Crime, Drama, Mystery",Jerry Jameson,"Peter S. Fischer, Richard Levinson, William Link","Angela Lansbury, Christopher Allport, Patricia Barry",Charlie Garrett is in luck when Jessica is in Martinique for her vacation at the same time he is accused of murder.,English,United States,273,7.4
tt0656291,From Hare to Eternity,episode,1993,14-Dec-93,48,"Crime, Drama, Mystery",Eric Laneuville,"David Milch, Steven Bochco, Burton Armus","David Caruso, Dennis Franz, James McDaniel","As Christmas draws near, the zone commander, Haverill, starts to come down on Lt. Fancy about his work skills and Sipowicz later intervenes and threatens Haverill to lay off Fancy or he will reveal some incriminating evidence abou...",English,United States,210,8.1
tt0656368,Oedipus Wrecked,episode,2002,07-May-02,44,"Crime, Drama, Mystery",Nelson McCormick,"David Milch, Steven Bochco, Matt Olmstead","Dennis Franz, Mark-Paul Gosselaar, Gordon Clapp",Sipowicz is taken hostage in an interrogation room by a suspect in the murder of a pot dealer and two of her friends; a suburban mom found with drugs in her purse appears to be covering for her son.,English,United States,105,9
tt0656403,"Sorry, Wong Suspect",episode,1996,09-Jan-96,46,"Crime, Drama, Mystery",Michael M. Robin,"David Milch, Steven Bochco, Gardner Stern","Jimmy Smits, Dennis Franz, James McDaniel","Medavoy and his wife, Marie, split up once again and she comes down to the station to have some hard words with Donna, while he decides to crash there since he cannot afford a place to live. Meanwhile, Simone and Sipowicz team up ...",English,United States,161,7.6
tt0659890,A View from the Bench,episode,1983,21-Feb-83,30,Comedy,Will Mackenzie,"Barry Kemp, Sheldon Bull, Barton Dean","Bob Newhart, Mary Frann, Steven Kampmann","Dick, George and Kirk embark on a trip to Boston to attend a Celtics game, meanwhile Joanna and Leslie prepare for the arrival of a celebrity at the Inn.",English,United States,76,7.7
tt0659995,Pirate Pete,episode,1985,30-Sep-85,30,Comedy,Peter Baldwin,"Barry Kemp, Sheldon Bull, Gary Belkin","Bob Newhart, Mary Frann, Peter Scolari","Dick is the substitute host of a children's TV show. Meanwhile, Stephanie believes she has put on weight.",English,United States,95,8.2
tt0660673,Mac and Quon Le: Together Again,episode,1985,28-Feb-85,24,Comedy,Alan Bergmann,"Tom Reeder, Reinhold Weege, Stu Kreisman","Harry Anderson, Ellen Foley, John Larroquette","When Mac's wife, Quon Le, is accidentally arrested, both realize how much they love each other and decide to live together. Meanwhile, Billie and Dan find themselves competing for a commission appointment.",English,United States,157,7.2
tt0662399,The Bad Seed,episode,1992,16-Nov-92,60,"Comedy, Drama",Randall Miller,"Joshua Brand, John Falsey, Mitchell Burgess","Rob Morrow, Barry Corbin, Janine Turner",A woman arrives in town claiming to be Holling's daughter. Marilyn looks for a new house and asks Maggie to help. A friend of Ed's migrates south.,English,United States,225,7.6
tt0672551,Bogey Man,episode,1997,17-Nov-97,43,"Action, Drama",Richard Compton,"William Blinn, Morgan Gendel, Jacqueline Zambrano","James Brolin, Rodney Rowland, Kathryn Morris",The Sea Dragons are given a deadly peace-keeping mission in North Korea and Lt. Col. Kelly helps a distressed American father look for his rebellious daughter who has vanished into the shady night life of South Korea.,English,United States,14,6.6
tt0673516,That's Me Over There,episode,1971,03-Dec-71,52,"Action, Adventure, Comedy",Leslie Norman,Brian Clemens,"Tony Curtis, Roger Moore, Geoffrey Keen","It's high time the mask falls off and a crooked colossal entrepreneur finally gets what he deserves. This is definitely a job suited to Lord Brett Sinclair, or better still, a job suited to Danny impersonating Brett.",English,United Kingdom,227,7.6
tt0674179,The Eating Contest,episode,1955,15-Nov-55,30,"Comedy, Family",Al De Caprio,"Nat Hiken (created by), Nat Hiken, Arnold M. Auerbach","Phil Silvers, Harvey Lembeck, Paul Ford, Allan Melvin","Company B constantly loses all bets against rival Company A, but upon the arrival of Ed 'The Stomach' Honnegan, they sense their chance to win an Eating Contest. The only problem they encounter is that The Stomach has lost his appetite.",English,USA,32,8.7
tt0684176,Rimmerworld,episode,1993,04-Nov-93,29,"Comedy, Sci-Fi",Andy De Emmony,"Rob Grant, Doug Naylor","Chris Barrie, Craig Charles, Danny John-Jules","Kryten diagnoses Rimmer with a stress-related condition, as a surviving Simulant attacks the crew. Fleeing in an escape pod, Rimmer enters a wormhole and must spend the next 600 years on a deserted planet with only his clones for ...",English,United Kingdom,883,8.2
