imdbID,Title,Type,Year,Released,Runtime (min),Genre,Director,Writer,Actors,Plot,Language,Country,imdbVotes,imdbRating
tt0151793,Ocean Bruise,movie,1965,01-Sep-65,6,"Animation, Short","Howard Post, Wm. B. Pattengill",Eli Bauer,"Bradley Bolke, Jack Mercer",Swifty and Shorty win a cruise and end up being Shanghaied.,English,United States,10,5.8
tt0154684,"Johnny Cash! The Man, His World, His Music",movie,1969,25-Jan-71,94,"Documentary, Music",Robert Elfstrom,Robert Elfstrom,"Johnny Cash, June Carter Cash, Anita Carter",A fly on the wall account that follows the near legendary singer on tour in the US during the late sixties. Crammed with superb music footage the film also takes time out to relax with the man behind the most famous voice in Count...,English,United States,251,7
tt0156056,The Secret Cinema,movie,1966,01-May-68,27,"Short, Comedy, Horror",Paul Bartel,Paul Bartel,"Amy Vane, Philip Carlson, Barry Dennen",A woman suspects that someone has clandestinely been filming her life and that her friends and acquaintences are seeing the movies in secret screenings.,English,United States,452,7.1
tt0157516,Death Drives Through,movie,1935,22-Jul-35,60,Drama,Edward L. Cahn,"John Huston, Katherine Strueby","Chili Bouchier, Robert Douglas, Miles Mander",The race car designer Kit Woods is in love with Kay Lord. Kay's father is against her relationship with Kit. Kit also has to do with the competition from his rival Garry Ames.,English,United Kingdom,85,5.1
tt0158720,Le faremo tanto male,movie,1998,30-Apr-98,104,Comedy,Pino Quartullo,"Claudio Masenza, Pino Quartullo","Stefania Sandrelli, Pino Quartullo, Ricky Memphis",Two brothers kidnap a has-been actress who makes a living doing TV commercials for a fur-clothing company and demands that all animals be freed and businesses be closed. The problem is that everyone thinks the kidnapping is only a...,Italian,Italy,25,6.2
tt0159807,Undercover Man,movie,1936,24-Sep-36,57,"Drama, Western",Albert Ray,Andrew Bennison,"Johnny Mack Brown, Suzanne Kaaren, Ted Adams","Steve McLain (Johnny Mack Brown), an undercover agent for the express company, uncovers a gang of robbers, led by Ace Pringle (Ted Adams), hiding behind the badges of law officers.",English,United States,53,6.5
tt0162941,Echoes From a Somber Empire,movie,1990,28-Nov-90,91,Documentary,Werner Herzog,Werner Herzog,"Michael Goldsmith, Werner Herzog, Augustine Assemat",Documentary examining Bokassa's rule in the Central African Republic using the testimony of witnesses and visits to key sites.,"French, German, English","France, Germany",746,7.2
tt0164184,The Sum of All Fears,movie,2002,31-May-02,124,"Action, Drama, Thriller",Phil Alden Robinson,"Tom Clancy, Paul Attanasio, Daniel Pyne","Ben Affleck, Morgan Freeman, Ian Mongrain","CIA analyst Jack Ryan must stop the plans of a Neo-Nazi faction that threatens to induce a catastrophic conflict between the United States and Russia's President by detonating a nuclear weapon at a football game in Baltimore, Mary...","English, Russian, Ukrainian, German, Arabic","United States, Germany, Canada","1,26,599",6.5
tt0164425,Blood Fingers,movie,1972,01-Apr-74,87,"Action, Drama",Shan Kwan,Kuang Ni,"Sing Chen, Raymond Lui, Ni Tien","Two brothers, Hsaio and Wu Cheng, are searching for their uncle in the restaurant that they mistakenly think he owns. Finding out too late that he doesn't and unable to pay their bill, they are besieged by the thugs that run it. W...",Mandarin,Hong Kong,191,4.9
tt0166321,The Real Macaw,movie,1998,21-Jan-99,91,"Family, Adventure",Mario Andreacchio,"Bruce Hancock, Matthew Perry","Jamie Croft, Deborra-Lee Furness, Joe Petruzzi",140 year old parrot with an attitude and a teenage boy who go in search of buried treasure in an attempt to save the boy's free spirited and youthful grandfather from living the rest of his life in a retirement home.,English,Australia,554,5.4
tt0168054,Maid for a Day,movie,1936,23-May-36,21,"Comedy, Musical, Short",Joseph Henabery,A. Dorian Otvos,"Grace Hayes, Peter Lind Hayes, Don Lee &amp; Louise",A fading Broadway entertainer takes a job as a domestic to get background for a part in a new musical.,English,United States,77,5.3
tt0168183,Spijun na stiklama,movie,1988,20-Sep-88,80,Comedy,Milan Jelic,Veroslav Rancic,"Milan 'Lane' Gutovic, Milena Dravic, Mira Furlan","A lady manager of newly formed record house places his administrator, disguised as a cleaning lady, in competing record house. She needs to get the records of some world-famous star, and to provide in that way banking credits for ...",Serbo-Croatian,Yugoslavia,244,5.3
tt0169640,Brachni shegi,movie,1989,04-Sep-89,82,Comedy,"Ivan Andonov, Docho Bodzhakov, Ivaylo Dzhambazov","Docho Bodzhakov, Georgi Danailov, Ivanka Grybcheva","Georgi Kaloyanchev, Georgi Mamalev, Penka Tsitselkova","The film tells about the customs in a modern Bulgarian family. This is a comedy of sexual rebellions, an ambitious wife, about bad jokes with a man in love, about the whims of a woman, about the bitter truths of family morality.",Bulgarian,Bulgaria,30,6.4
tt0172718,Les,movie,1980,01-May-87,97,"Comedy, Drama",Vladimir Motyl,"Vladimir Motyl, Aleksandr Ostrovskiy","Lyudmila Tselikovskaya, Boris Plotnikov, Vyacheslav Kirilichev","The heroine of the film, Mrs. Gurmyzhskaya, is a former beauty who is living out her years in a remote province. A friend's son, a low-school student, comes to her estate, and the hostess, for the sake of boredom, decides to have ...",Russian,Soviet Union,40,6.6
tt0175845,Leoni al sole,movie,1961,23-Dec-61,100,Comedy,Vittorio Caprioli,"Raffaele La Capria, Vittorio Caprioli, Franca Valeri","Vittorio Caprioli, Franca Valeri, Serena Vergano","A corrosive series of quick impressions of the ""lions in the sun,"" lazy good for nothings looking for some adventure and fun on the beaches of Italy.",Italian,Italy,85,6.4
tt0176800,Hangman's Wharf,movie,1950,01-Jan-50,73,Crime,Cecil H. Williamson,"Lester Powell, Cecil H. Williamson","John Witty, Genine Graham, Campbell Singer",A doctor is framed for murder.,English,United Kingdom,75,4.6
tt0178781,My Neighbor's Daughter,movie,1998,15-Nov-98,91,Drama,Steven Kovacs,Steven Kovacs,"Sam Bottoms, Lisa Eichhorn, Yeniffer Behrens",A civic leader with a wife &amp; newborn child befriends a newcomer in town &amp; helps his daughter by offering her a baby-sitting job &amp; by getting her into gymnastics. Their friendship soon develops into a passionate love affair.,English,United States,102,5.7
tt0179775,Breakfast with the Devil,movie,1971,14-Jul-71,87,Drama,Miroslav Antic,Miroslav Antic,"Velimir 'Bata' Zivojinovic, Mira Stupica, Dragomir Bojanic-Gidra","The story of the collapse of Vojvodinian village during the great flood in 1947. The people, their fate and suffering, love and deaths.",Serbo-Croatian,Yugoslavia,75,6.9
tt0179898,Isole nella laguna,movie,1948,01-May-48,13,"Documentary, Short","Luciano Emmer, Enrico Gras",Diego Fabbri,Gino Cervi,An Italian documentary from filmmakers Enrico Gras and Luciano Emmer.,Italian,Italy,38,6.3
tt0179967,Medaljon sa tri srca,movie,1962,23-Mar-62,130,"Drama, Romance",Vladan Slijepcevic,"Vladimir Basara, Mladomir 'Purisa' Djordjevic, Vladan Slijepcevic","Severin Bijelic, Stanislava Pesic, Branka Mitic","A three-part omnibus. First story: Two friends remember their past, while unsuccessfully trying to win girl's heart. Second story: A teenage girl falls in love with a grown man for whom this encounter is nothing but an unimportant...",Serbo-Croatian,Yugoslavia,42,7.9
tt0180831,Miami Beach Cops,movie,1993,29-Sep-93,87,"Action, Crime",James Winburn,"Michelle Fiore, Mike Kalvoda, John C. Moulds","Frankie Maldonatti, Sal Rendino, Raff Barker","A pair of rookie members of a Florida sheriff's department trail two guys involved in a convenience store shooting, to the aquatic acquisition of counterfeit currency, to delivery of the bogus bucks to ""Mr. Big"".",English,United States,40,3.7
tt0186421,Broom and Black Hat,movie,1987,01-Jan-87,65,"Musical, Comedy",Vitali Makarov,Nina Fomina,"Mariya Selyanskaya, Aleksandr Frish, Mikhail Svetin",Our days in one modern story tailor's flat. The connection of fantastic circumstances with natural ones caused the happy end of love-story between the modern young man and the grand daughter of Baba Yaga.,Russian,Soviet Union,27,5.2
tt0187416,Pred maturitou,movie,1932,09-Sep-32,102,Drama,"Svatopluk Innemann, Vladislav Vancura","Josef Neuberg, Julius Schmitt, Vladislav Vancura","Jindrich Plachta, Frantisek Smolík, Antonín Novotný","Two high school boys, both taken with a girl in another school, are expelled after a conflict with a headmaster, in this drama of adolescence and critique of authoritarianism.",Czech,Czechoslovakia,24,6.5
tt0188028,Legacy,movie,2000,01-Feb-00,90,Documentary,Tod Lending,Tod Lending,"Alaissa Collins, Marquis Collins, Nickcole Collins","A documentary that tracks five years and three generations of a Chicago family's life in public housing. The murder of a family member has an immediate impact, but eventually changes them toward a more positive outlook on life in ...",English,United States,160,6.8
tt0189770,Mrtva ladja,movie,1971,24-Nov-71,84,"Romance, Horror, Mystery",Rajko Ranfl,"Andrej Hieng, Rajko Ranfl","Franc Ursic, Polde Bibic, Radko Polic","The holiday romance of Daniel and Marjana is disturbed by a premonition of an imminent fatal event. In this vision, the beloved accompanies her lover on an arduous and wearisome voyage by sea and when the situation seems most desp...",Slovenian,Yugoslavia,9,3.8
tt0190877,Fancy Answers,movie,1941,01-Nov-41,10,Short,Basil Wrangell,Joe Ansen,"Pete Smith, The Cristiani Family, William Bailey","In this Pete Smith Speciality, the audience is asked a series of multiple-choice questions on various subjects.",English,United States,50,6.4
tt0191116,Sin with a Stranger,movie,1968,24-Jan-68,85,Drama,Sergio Gobbi,"Jeanne Cressanges, Sergio Gobbi","Marie-France Boyer, Pierre Vaneck, Pierre Massimi","François, a journalist, is approached on the train home by a pretty blonde. She leaves at the same station as him and follows him until he ends up inviting her to his house.",French,France,43,7.4
tt0194148,Metamorphosis,movie,1975,01-Nov-76,11,"Short, Comedy",Barry Greenwald,Barry Greenwald,"Bob Green, Ali Kubik, Albert Williams",A satirical parable on non-conformity and the rat race.,English,Canada,35,8.1
tt0196995,A Neighborhood Named 'The Dream',movie,1961,15-Oct-61,95,Drama,Alekos Alexandrakis,"Kostas Kotzias, Tasos Livaditis","Alekos Alexandrakis, Manos Katrakis, Aliki Georgouli",The stories of poor people living in a neighborhood in Athens and their difficulties.,Greek,Greece,943,8
tt0198279,Absence of the Good,movie,1999,15-Oct-99,95,Thriller,John Flynn,"David Golden, James Reid","Stephen Baldwin, Tyne Daly, Elizabeth Barondes","Salt Lake City homicide detective Caleb Barnes is under increasing pressure from all sides to crack a string of serial killings that have been terrorizing the city. At the same time, Barnes' home life is beginning to crumble in th...",English,United States,777,5.3
tt0198486,Floradas na Serra,movie,1954,06-Oct-54,100,Drama,Luciano Salce,"Fabio Carpi, Dinah Silveira de Queiroz, Maurício Vasques","Cacilda Becker, Jardel Filho, Ilka Soares","Man and woman fall in love while in treatment for TB, in the beautiful town of Campos do Jordão, Brazil",Portuguese,Brazil,119,7.4
tt0199110,Uma Pulga na Balança,movie,1953,15-Apr-53,90,Comedy,Luciano Salce,"Fabio Carpi, Carlos Vergueiro","Waldemar Wey, Gilda Nery, Geraldo José de Almeida","Swindler in jail devises a scheme of blackmailing the family of recently deceased people, threatening to tell supposedly incriminating facts about the dead man's life.",Portuguese,Brazil,57,6.9
tt0200173,Stjernerne og vandbærerne,movie,1974,01-Mar-74,91,"Documentary, Sport",Jørgen Leth,Jørgen Leth,"Marino Basso, Felice Gimondi, Eddy Merckx",The images from the Tour de France in the television production Eddy Merckx in the Vincinity of a Cup of Coffee may be seen as a small sketch for the fully unfurled epic cycling drama Stars and Watercarriers. The film follows the ...,Danish,Denmark,237,7.6
tt0200469,Bats,movie,1999,22-Oct-99,91,"Horror, Sci-Fi, Thriller",Louis Morneau,John Logan,"Lou Diamond Phillips, Dina Meyer, Bob Gunton",Genetically mutated bats escape and it's up to a bat expert and the local sheriff to stop them.,English,United States,"11,670",4.1
tt0201107,The Snake Prince,movie,1976,31-Jul-76,93,"Fantasy, Musical",Chen Lo,"Kuang Ni, Szu Yu","Lung Ti, Chen-Chi Lin, Yue Wong","Snake prince who want to married beautiful villager woman,but many people want to kill him.He has 2 bodyguards,3 of them can turned into a big snake.",Mandarin,Hong Kong,45,6.4
tt0201275,True Rights,movie,2000,26-Jun-00,101,Drama,Meg Thayer,Meg Thayer,"Claudia Christian, Richard Lee Jackson, Tom Heard",Two unscrupulous filmmakers stop at nothing to become rich and famous.,English,United States,56,7.6
tt0201912,O Segredo do Corcunda,movie,1924,24-Dec-24,50,"Crime, Western",Alberto Traversa,João Cipriano,"João Cipriano, Inocência Colado, Filomeno Collado","Two workers in a coffee plantation, a young and an old man, are fired by the farm's foreman. But the young man saves the life of the landlord's daughter and both men are readmitted. The girl and her saviour fall in love and the fo...",None,Brazil,16,6
tt0202967,Kataku no hito,movie,1986,12-Apr-86,133,Drama,Kinji Fukasaku,"Kazuo Dan, Fumio Kônami","Ken Ogata, Ayumi Ishida, Mieko Harada","In the 50s, the complicated life of a popular writer who must share his life with his family, his numerous mistresses and his work. Adapted from autobiographical story by Kazuo Dan, who published it a few months before his death.",Japanese,Japan,202,7
tt0205307,Paddy,movie,1999,14-Jul-99,90,Drama,Gérard Mordillat,"Henri Thomas, Gérard Mordillat, Jérôme Prieur","Marc Barbé, Julie Gayet, Julie Jézéquel","Jean and Paddy haven't recovered from Ben's death. Ben was Paddy's lover but also Jean's. Their threesome filled their existence. Today, while they still love each other, Jean and Paddy are torn apart.",French,France,21,4.4
tt0205853,The British Grenadier,episode,1999,27-Jan-01,85,"Crime, Mystery, Drama",Maurice Phillips,"Michael Chaplin, Reginald Hill","Elliot Walton-Frew, Dennis Waterman, Patricia Kerrigan","Detective Superintendent Andy Dalziel goes to The British Grenadier to console the pub's owner Stella, who has just had a serious fight with her husband. Suspecting her of infidelity, Stella's husband returns with a gun, and takes...",English,United Kingdom,179,7.3
tt0206590,The Big Hex of Little Lulu,episode,1979,15-Sep-79,60,"Animation, Adventure, Comedy",Robert Chenault,"Cynthia Chenault (teleplay), Ann Elder (teleplay), Marge (comics)","Lauri Hendler, Annrae Walterhouse, Robbie Rist, Kevin King Cooper","Two-part sequel to the 1978 ABC Weekend Special, based on the Marjorie Henderson Buell comic strip. In this one, Lulu Moppet wants to start an all-girls hockey team, but is short on funds ...",English,USA,5,6.2
tt0206840,Jia,movie,1953,07-Jan-53,140,Drama,Wui Ng,"Wui Ng, Jin Ba","Ying Cheung, Wood-Yau Cheung, Cho-Fan Ng","The decline of a large, bourgeois family shortly after the overthrow of the Manchu Dynasty. Mr. Gao's three sons by his first wife are all oppressed by the feudal ethical code of the time. eldest son Gao Junxin is an extremely wea...",Cantonese,Hong Kong,8,6.8
tt0208990,The Son's Room,movie,2001,09-Mar-01,99,Drama,Nanni Moretti,"Nanni Moretti, Linda Ferri, Heidrun Schleef","Nanni Moretti, Laura Morante, Jasmine Trinca",A psychoanalyst and his family go through profound emotional trauma when their son dies in a scuba-diving accident.,"Italian, Latin","Italy, France","21,803",7.3
tt0210587,"Brasília, Contradições de uma Cidade",movie,1968,30-Sep-07,23,"Documentary, Short",Joaquim Pedro de Andrade,"Jean-Claude Bernardet, Luís Saia, Joaquim Pedro de Andrade",Ferreira Gullar,"Images of Brasilia in its sixth year and interviews with different categories of people living in the capital. One question structures the documentary: could a fully planned city, created in the name of national development and th...",Portuguese,Brazil,152,7.5
tt0212086,Dead,movie,1996,16-Aug-96,118,Horror,Macdonald Carpenter,Ronald Williams,"Connie Cutler, Darren McDeeg, Marie Sonday, Ghram Sutton","Tina, a freshmen at Castle University, decides to enter a chat room on a ""Goth"" website. She accidentally angers a mad killer, is stalked and then brutally killed. A friend, Louise finds ...",English,USA,33,5.2
tt0213988,"Patsy, mi amor",movie,1969,09-Oct-69,94,"Drama, Romance",Manuel Michel,"Gabriel García Márquez, Manuel Michel","Ofelia Medina, Joaquín Cordero, Julio Alemán","Written by Nobel-prize winning Gabriel García Márquez when he wasn't famous yet, this is the story of Patsy, an overwhelmingly wealthy debutante with an acute sense of living and boundless curiosity. She falls in love with a man (...",Spanish,Mexico,77,7.2
tt0216647,Cybele,movie,1968,31-Mar-01,20,Short,Donald Richie,Yoshiro Kato,Yoshihiro Katô,A subversive and experimental film by Donald Richie documenting a pastoral ritual in five scenes.,None,Japan,109,5.5
tt0217260,Asansör,movie,1999,26-Nov-99,89,Drama,Mustafa Altioklar,"Mustafa Altioklar, Mehmet Akif Ebiclioglu","Mustafa Ugurlu, Arzu Yanardag, Demet Sener","The images reflected on the screen come from a camera that Namik is carrying, a camera that is forgotten. The young man running in a hospital corridor is looking for his wife Nurcan, a nurse. He finds her and takes the trigger of ...",Turkish,Turkey,866,4.5
tt0218967,The Family Man,movie,2000,22-Dec-00,125,"Comedy, Drama, Fantasy",Brett Ratner,"David Diamond, David Weissman","Nicolas Cage, Téa Leoni, Don Cheadle","A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.","English, Italian",United States,"1,21,759",6.8
tt0219222,The Olympic Elk,movie,1952,13-Feb-52,27,"Documentary, Short",James Algar,"Winston Hibler, Ted Sears, James Algar",Winston Hibler,"Join the majestic Olympic elk as they traverse the alpine path from their winter home in the lowland shadow of Washington's Mount Olympus, to the fertile grazing grounds of its towering peaks.",English,United States,137,6.8
tt0219653,Dracula 2000,movie,2000,22-Dec-00,99,"Action, Fantasy, Horror",Patrick Lussier,"Joel Soisson, Patrick Lussier","Gerard Butler, Justine Waddell, Jonny Lee Miller",Dracula slakes his blood thirst and renews his search for love in New Orleans.,English,United States,"37,279",4.9
tt0227170,Rape!,movie,1976,07-Feb-76,71,"Crime, Horror, Thriller",Yasuharu Hasebe,Seiji Matsuoka,"Natsuko Yashiro, Akemi Nijô, Naomi Tani",A rape victim realizes that she enjoys sexual assault and continuously offers herself to be raped while searching for her original rapist.,Japanese,Japan,198,5.7
tt0228977,Two Coyotes,movie,2001,16-Oct-01,83,"Action, Crime, Drama",Jose Reyes Bencomo,Jose Reyes Bencomo,"Jorge Cordova, Nicholas Guilak, Joe Estevez",A drug runner takes over a lucrative drug business only to find his new found empire crumble when a deal goes bad.,"English, Spanish",United States,65,7.3
tt0232416,Piesen o sivom holubovi,movie,1961,06-May-61,98,"Drama, War",Stanislav Barabas,"Ivan Bukovcan, Albert Marencin","Karol Machata, Jirí Sovák, Radoslav Bartoník",During the WW2 a group of Slovak children goes a trip on the mountains with their teacher.,"German, Russian, Slovak",Czechoslovakia,117,7.3
tt0233732,The First Days,movie,1939,01-Nov-39,23,"Documentary, Short, War","Pat Jackson, Humphrey Jennings, Harry Watt",Robert Sinclair,Robert Sinclair,Londoners prepare for war.,English,United Kingdom,67,7.2
tt0245494,Teesri Aankh,movie,1982,23-Apr-82,151,"Action, Thriller",Subodh Mukherji,"Subbir Mukherjee, K.A. Narayan, Ashok Sharma","Dharmendra, Shatrughan Sinha, Zeenat Aman","Childless Malti is married to a honest man, Kailash Nath, who one day brings home a newborn baby boy and asks her to take care of him. Malti names the boy Ashok, and brings him up as her very own. Thereafter she gives birth to two...",Hindi,India,92,6.5
tt0250630,One Two Two,movie,1978,26-Apr-78,110,"Drama, Romance",Christian Gion,"Fabienne Jamet, Christian Watton, Albert Kantof","Nicole Calfan, Francis Huster, Jacques François",The everyday life and habits of a famous brothel in Paris.,French,France,40,3.9
tt0254179,Betaab,movie,1983,05-Aug-83,162,"Family, Romance",Rahul Rawail,Javed Akhtar,"Shammi Kapoor, Nirupa Roy, Prem Chopra","A young man (Sunny Deol) and woman (Amrita Singh) fall in love, but face obstacles from their families.",Hindi,India,698,6.5
tt0256116,Hard Love,movie,1975,26-Nov-75,93,Comedy,Serge Korber,"Serge Korber, Justin Lenoir","Richard Darbois, Anne Libert, Marcel Dalio",Walter Petit is the laughing stock of the secretaries at the office.,French,"Belgium, France",29,5.5
tt0258538,Salt on the Skin,movie,1985,27-Mar-85,90,Comedy,Jean-Marie Degèsves,Jean-Marie Degèsves,"Richard Bohringer, Anne Clignet, Catherine Frot","After a computer operator has been through a painful relationship, he is determined to look the other way every time any interesting woman enters his life.",French,Belgium,99,6.4
tt0259534,Ramayana: The Legend of Prince Rama,movie,1993,03-Nov-97,135,"Animation, Action, Adventure","Ram Mohan, Yûgô Sakô, Koichi Saski","Rani Burra, Ram Mohan, Yûgô Sakô","Arun Govil, Nikhil Kapoor, Edie Mirman","An anime adaptation of the Hindu epic the Ramayana, where Lord Ram combats the wicked king Ravana.",English,"India, Japan","15,591",9.2
tt0259685,Tremors 3: Back to Perfection,movie,2001,02-Oct-01,104,"Action, Comedy, Horror, Sci-Fi, Thriller",Brent Maddock,"S.S. Wilson (story), Brent Maddock (story), Nancy Roberts (story), John Whelpley (teleplay)","Michael Gross, Shawn Christian, Susan Chuang, Charlotte Stewart","The now famous Burt Gummer returns to his hometown of Perfection, Nevada for the first time in years, but the deadliest Graboid evolution yet forces him to save the town he swore to protect.",English,USA,"16,753",5.3
tt0260609,Death of a Ghost: Part 1,episode,1989,05-Mar-89,54,"Adventure, Crime, Drama",Michael Owen Morris,"Margery Allingham, John Hawkesworth, Elaine Morgan","Peter Davison, Brian Glover, Andrew Burt","When the widow of a renowned painter invites Campion to the unveiling of one of his unseen paintings, the detective finds himself investigating the murder of another guest.",English,United Kingdom,103,7.9
tt0262493,Iniohos,movie,1995,03-Mar-95,180,"Adventure, Drama, War",Alexis Damianos,Alexis Damianos,"Vasias Eleftheriadis, Alexis Damianos, Thodoris Polizonis","The story of a Greek from 1941 on. Hniochos, still a student is captured by the Italians and imprisoned. In prison he will take the first hard lessons and acquire a life stance in the light of energy. He escapes and becomes a guer...",Greek,Greece,79,6
tt0265965,Utukt,movie,2000,11-Aug-00,7,"Short, Drama",Dag Johan Haugerud,Dag Johan Haugerud,"Ellen Dramstad, Arnfinn Helleve, Matias Helleve",A sister and a brother and the fear of fornication.,Norwegian,Norway,40,6
tt0266529,Falling Like This,movie,2001,06-Sep-01,94,"Drama, Romance",Dani Minnick,Dani Minnick,"Brian Vaughan, Megan Wilson, Elizabeth Ruscio",Set in California the story traces the intense summer romance between middle-class Katie (Megan Wilson) and cute and very cool juvenile delinquent Boyd (Brian Vaughan).,English,United States,456,5.8
tt0267313,Lawless: Beyond Justice,movie,2001,22-Feb-01,93,"Thriller, Drama",Geoffrey Cawthorn,"Rachel Lang, Gavin Strawhan","Kevin Smith, Angela Marie Dotchin, Jennifer Rubin",Two private investigators discover the truth behind a gangland drug deal gone wrong.,English,New Zealand,94,5.2
tt0274219,Wilhelmsburger Freitag,movie,1964,19-Mar-64,90,Drama,Egon Monk,Christian Geissler,"Ingeborg Hartmann, Edgar Bessen, Harald Vock","A day in the lives of a Hamburger couple Jan and Renate. A few days ago they moved to Wilhelmsburg. There they have to build a child's room, but they lack the money.",German,West Germany,34,7.8
tt0280632,Ellie Parker,movie,2001,19-Jan-01,16,"Short, Comedy",Scott Coffey,Scott Coffey,"Naomi Watts, Rebecca Rigg, Scott Coffey","A comic portrait of a young woman's struggle with contemporary life in Los Angeles, as she juggles an acting career, friends and lovers.",English,United States,305,6.2
tt0280960,Moron Movies,movie,1983,24-May-85,58,Comedy,Len Cella,Len Cella,Len Cella,"A collection of oddball ""home movies"".",English,USA,164,5.6
tt0283897,Assassination Tango,movie,2002,04-Sep-03,114,"Crime, Drama, Romance",Robert Duvall,Robert Duvall,"Robert Duvall, Luciana Pedraza, Rubén Blades","An aging hitman gets a contract to kill a General in Buenos Aires, Argentina. But when his mark becomes unavailable, he becomes involved in Argentinian tango culture.","English, Spanish, German","United States, Argentina","3,433",5.7
tt0284135,Full Ride,movie,2002,28-Aug-02,95,"Comedy, Romance, Sport",Mark Hoeger,"George Mills, Don Winslow","Meredith Monroe, Riley Smith, Bob Cady","When a troubled teen is caught by the law, it's a choice of jail or an all-star football training camp. If he can control his attitude problem, and with the love of a girl he meets, they both might be able to turn their lives around.",English,United States,291,5.3
tt0285280,Kira's Reason: A Love Story,movie,2001,26-Oct-01,93,Drama,Ole Christian Madsen,"Ole Christian Madsen, Mogens Rukov","Stine Stengade, Lars Mikkelsen, Sven Wollter","Kira and Mads try to work out their marriage, after Kira has been two years in a mental institution, but is she really ready for the real world?","Danish, Swedish, English",Denmark,"1,000",6.8
tt0285533,Due East,movie,2002,12-May-02,104,Drama,Helen Shaver,"Valerie Sayers, Tricia Brock","Robert Forster, Kate Capshaw, Clara Bryant","A smart, hardworking high school senior has been an outsider for almost 4 years. When a fellow loner moves to Due East, she finds herself in a relationship for the first time, leading to a small town scandal that changes her life ...",English,"United States, Canada",287,5.8
tt0287045,Treading Water,movie,2001,15-Jun-01,94,"Drama, Romance",Lauren Himmelvo,"Lauren Himmelvo, Julia Hollinger","Angie Redman, Nina Landey, Annette Miller",Casey has rejected her privileged upbringing and restores old boats for a living. She lives with her beautiful social worker girlfriend Alex in what seems like a cozy new life until her stuffy family demands that she come home for...,English,United States,436,5.5
tt0288040,Hatred of a Minute,movie,2002,25-Feb-02,83,"Crime, Horror, Romance",Michael Kallio,"Michael Kallio, Lisa Jesswein, Edgar Allan Poe","Gunnar Hansen, Michael Kallio, Tracee Newberry","A tragic love story/psychlogical thriller, Hatred of a Minute, is the story of a medical transcriptionist that becomes a serial killer because of his physically and mentally abusive past. His mind spirals out of control as a war b...",English,United States,282,4
tt0295274,Garfield on the Town,movie,1983,28-Oct-83,30,"Animation, Short, Adventure",Phil Roman,"Jim Davis, Lorenzo Music","Lorenzo Music, Thom Huge, George Wendt",Garfield escapes from the car on a trip to the vet and finds the place where he grew up.,English,United States,824,7.7
tt0300394,Keskea rõõmud,movie,1987,06-Jul-87,75,"Comedy, Drama",Lembit Ulfsak,"Andrey Dmitriev, Valentin Kuik","Tõnu Kark, Maria Klenskaja, Kaie Mihkelson",Five people who have recently reached their middle-ages are driving through Estonia to visit a famous witch-therapist to get rid of their problems. But isn't it just weariness of life that bothers the people whose life has gone in...,"Estonian, Russian",Soviet Union,224,7.2
tt0301179,Deewaanapan,movie,2001,16-Nov-01,153,"Action, Romance",Asshu Trikha,"Rajesh Singh, Asshu Trikha","Arjun Rampal, Dia Mirza, Vinod Khanna",A rebel crosses swords with an influential rich man after falling in love with his daughter. However the girl's father is hell bent to break their relation at any cost.,Hindi,India,491,4.7
tt0301414,Man on the Train,movie,2002,02-Oct-02,90,"Crime, Drama, Thriller",Patrice Leconte,Patrick Cauvin,"Jean Rochefort, Johnny Hallyday, Jean-François Stévenin","A man steps off a train into a French village awaiting the day when he will rob the town bank. He meets a retired poetry teacher striking up a strange friendship and explore the road not taken, each wanting to live the other's life.",French,"France, United Kingdom, Germany, Japan","7,601",7.1
tt0301417,The Honourable Wally Norman,movie,2003,13-Nov-03,88,Comedy,Ted Emery,"Andrew Jones, Rick Kalowski","Kevin Harrington, Alan Cassell, Shaun Micallef",A meat worker is accidentally nominated to run for Parliament and realises that to save the meat works he has to get elected. All that stands in his way is every other politician in the country and his own fear of public speaking.,English,Australia,242,5.6
tt0306445,To ainigma,movie,1998,16-Nov-98,93,Drama,Giannis Soldatos,Giannis Soldatos,"Thanasis Vengos, Giorgos Velentzas, Efi Venianaki","A successful young Athenian lawyer, Theodora, who is the daughter of a general, takes on the case of Mantzavinos who is a grocer in Kolonos. Trying to avoid the usual hum-drum approach, she becomes involved with a strange gang wit...",Greek,Greece,37,6.5
tt0306616,Calamity Jane,movie,1963,12-Nov-63,90,"Comedy, Musical, Western",Ernie Flatt,"Charles Freeman, Phil Shuken","Carol Burnett, Art Lund, Bernard West","A Wild West cow town is starving for entertainment, and it falls upon Calamity Jane, a rowdy, gun-toting, jeans-wearing tomboy, to go to Chicago to bring back a famed stage actress. She brings instead the star's maid, who settles ...",English,United States,54,8
tt0307639,Virginia's Run,movie,2002,18-Oct-02,103,"Drama, Family",Peter Markle,"Valarie Trapp, Peter Markle","Gabriel Byrne, Lindze Letherman, Rachel Skarsten","A teenage girl, trying to come to grips with the death of her mother in a horse-riding accident, nurtures the foal of her mother's horse.",English,"United States, Canada",817,6.2
tt0309422,The Case He Couldn't Crack,movie,1981,01-Sep-81,70,"Crime, Thriller",L. Ron Hubbard,L. Ron Hubbard,"Denise Blanke, Bob Musak, Richard Nunalee",Procedural crime thriller written and directed by renowned author and Scientology founder L. Ron Hubbard.,English,United States,145,1.8
